Estacao;Data;Hora;Precipitacao;
83766;03/04/2015;1200;0;
83766;04/04/2015;1200;0;
83766;05/04/2015;1200;10.8;
83766;06/04/2015;1200;1.6;
83766;07/04/2015;1200;0;
83766;08/04/2015;1200;0;
83766;09/04/2015;1200;0;
83766;10/04/2015;1200;0;
83766;11/04/2015;1200;0;
83766;12/04/2015;1200;0;
83766;13/04/2015;1200;0;
83766;14/04/2015;1200;0;
83766;15/04/2015;1200;9.6;
83766;16/04/2015;1200;0;
83766;17/04/2015;1200;9.2;
83766;18/04/2015;1200;0.2;
83766;19/04/2015;1200;3.4;
83766;20/04/2015;1200;0;
83766;21/04/2015;1200;0;
83766;22/04/2015;1200;30.2;
83766;23/04/2015;1200;5.2;
83766;24/04/2015;1200;0;
83766;25/04/2015;1200;0;
83766;26/04/2015;1200;0;
83766;27/04/2015;1200;0;
83766;28/04/2015;1200;0;
83766;29/04/2015;1200;0;
83766;30/04/2015;1200;0;
83766;01/05/2015;1200;0;
83766;02/05/2015;1200;0;
83766;03/05/2015;1200;0;
83766;04/05/2015;1200;71;
83766;05/05/2015;1200;0;
83766;06/05/2015;1200;0;
83766;07/05/2015;1200;0;
83766;08/05/2015;1200;0;
83766;09/05/2015;1200;0;
83766;10/05/2015;1200;2.8;
83766;11/05/2015;1200;32.6;
83766;12/05/2015;1200;0;
83766;13/05/2015;1200;0;
83766;14/05/2015;1200;0;
83766;15/05/2015;1200;0;
83766;16/05/2015;1200;0;
83766;17/05/2015;1200;0;
83766;18/05/2015;1200;0.6;
83766;19/05/2015;1200;0.8;
83766;20/05/2015;1200;0;
83766;21/05/2015;1200;0;
83766;22/05/2015;1200;0;
83766;23/05/2015;1200;0;
83766;24/05/2015;1200;0;
83766;25/05/2015;1200;1;
83766;26/05/2015;1200;0;
83766;27/05/2015;1200;0;
83766;28/05/2015;1200;8;
83766;29/05/2015;1200;0;
83766;30/05/2015;1200;0;
83766;31/05/2015;1200;25.4;
83766;01/06/2015;1200;0.4;
83766;02/06/2015;1200;0;
83766;03/06/2015;1200;0;
83766;04/06/2015;1200;0;
83766;05/06/2015;1200;0;
83766;06/06/2015;1200;0;
83766;07/06/2015;1200;0;
83766;08/06/2015;1200;0;
83766;09/06/2015;1200;0;
83766;10/06/2015;1200;0;
83766;11/06/2015;1200;0;
83766;12/06/2015;1200;0;
83766;13/06/2015;1200;0;
83766;14/06/2015;1200;0;
83766;15/06/2015;1200;7.6;
83766;16/06/2015;1200;0.4;
83766;17/06/2015;1200;0;
