Estacao;Data;Hora;Precipitacao;
83766;17/02/2017;1200;0;
83766;18/02/2017;1200;0.3;
83766;19/02/2017;1200;0;
83766;20/02/2017;1200;0;
83766;21/02/2017;1200;0;
83766;22/02/2017;1200;0;
83766;23/02/2017;1200;0;
83766;24/02/2017;1200;1.8;
83766;25/02/2017;1200;0;
83766;26/02/2017;1200;5.4;
83766;27/02/2017;1200;0;
83766;28/02/2017;1200;0;
83766;01/03/2017;1200;0;
83766;02/03/2017;1200;1;
83766;03/03/2017;1200;18.8;
83766;04/03/2017;1200;0.9;
83766;05/03/2017;1200;1.2;
83766;06/03/2017;1200;38.8;
83766;07/03/2017;1200;2.2;
83766;08/03/2017;1200;0;
83766;09/03/2017;1200;0;
83766;10/03/2017;1200;0;
83766;11/03/2017;1200;25;
83766;12/03/2017;1200;0;
83766;13/03/2017;1200;4.1;
83766;14/03/2017;1200;0;
83766;15/03/2017;1200;0;
83766;16/03/2017;1200;0;
83766;17/03/2017;1200;3.6;
83766;18/03/2017;1200;14.3;
83766;19/03/2017;1200;0;
83766;20/03/2017;1200;0;
83766;21/03/2017;1200;0;
83766;22/03/2017;1200;0;
83766;23/03/2017;1200;0;
83766;24/03/2017;1200;0;
83766;25/03/2017;1200;0;
83766;26/03/2017;1200;0;
83766;27/03/2017;1200;7.8;
83766;28/03/2017;1200;0;
83766;29/03/2017;1200;0;
83766;30/03/2017;1200;0;
83766;31/03/2017;1200;0;
83766;01/04/2017;1200;0;
83766;02/04/2017;1200;0;
83766;03/04/2017;1200;0;
83766;04/04/2017;1200;0;
83766;05/04/2017;1200;0.3;
83766;06/04/2017;1200;44.5;
83766;07/04/2017;1200;5.8;
83766;08/04/2017;1200;0;
83766;09/04/2017;1200;0;
83766;10/04/2017;1200;0;
83766;11/04/2017;1200;0;
83766;12/04/2017;1200;18.8;
83766;13/04/2017;1200;21.2;
83766;14/04/2017;1200;0;
83766;15/04/2017;1200;0;
83766;16/04/2017;1200;0;
83766;17/04/2017;1200;0;
83766;18/04/2017;1200;0;
83766;19/04/2017;1200;0;
83766;20/04/2017;1200;0;
83766;21/04/2017;1200;47.4;
83766;22/04/2017;1200;1.7;
83766;23/04/2017;1200;0;
83766;24/04/2017;1200;0;
83766;25/04/2017;1200;0;
83766;26/04/2017;1200;18.2;
83766;27/04/2017;1200;9;
