Estacao,Data,Hora,Precipitacao
83842,02/01/2017,1200,0
83842,03/01/2017,1200,13.8
83842,04/01/2017,1200,2
83842,05/01/2017,1200,24.3
83842,06/01/2017,1200,20.9
83842,07/01/2017,1200,15.7
83842,08/01/2017,1200,0
83842,09/01/2017,1200,12.7
83842,10/01/2017,1200,0.8
83842,11/01/2017,1200,0
83842,12/01/2017,1200,1.8
83842,13/01/2017,1200,0
83842,14/01/2017,1200,0
83842,15/01/2017,1200,0
83842,16/01/2017,1200,0
83842,17/01/2017,1200,15.4
83842,18/01/2017,1200,2.6
83842,19/01/2017,1200,0
83842,20/01/2017,1200,0.2
83842,21/01/2017,1200,0
83842,22/01/2017,1200,0.4
83842,23/01/2017,1200,4
83842,24/01/2017,1200,0.8
83842,25/01/2017,1200,10
83842,26/01/2017,1200,12.4
83842,27/01/2017,1200,23.7
83842,28/01/2017,1200,21.8
83842,29/01/2017,1200,0.9
83842,30/01/2017,1200,6.8
83842,31/01/2017,1200,0
83842,01/02/2017,1200,5.9
83842,02/02/2017,1200,0.6
83842,03/02/2017,1200,5
83842,04/02/2017,1200,0.2
83842,05/02/2017,1200,0
83842,06/02/2017,1200,0
83842,07/02/2017,1200,0
83842,08/02/2017,1200,0
83842,09/02/2017,1200,0.4
83842,10/02/2017,1200,1.7
83842,11/02/2017,1200,0
83842,12/02/2017,1200,44.8
83842,13/02/2017,1200,23
83842,14/02/2017,1200,0.3
83842,15/02/2017,1200,0
83842,16/02/2017,1200,0
83842,17/02/2017,1200,0
83842,18/02/2017,1200,3.8
83842,19/02/2017,1200,0
83842,20/02/2017,1200,0
83842,21/02/2017,1200,0
83842,22/02/2017,1200,0
83842,23/02/2017,1200,0
83842,24/02/2017,1200,1
83842,25/02/2017,1200,0
83842,26/02/2017,1200,0
83842,27/02/2017,1200,0
83842,28/02/2017,1200,0
83842,01/03/2017,1200,0
83842,02/03/2017,1200,1.4
83842,03/03/2017,1200,0
83842,04/03/2017,1200,3.9
83842,05/03/2017,1200,3.1
83842,06/03/2017,1200,6.5
83842,07/03/2017,1200,0.2
83842,08/03/2017,1200,0
83842,09/03/2017,1200,0
83842,10/03/2017,1200,0
83842,11/03/2017,1200,0.9
83842,12/03/2017,1200,0
83842,13/03/2017,1200,6.2
83842,14/03/2017,1200,0
83842,15/03/2017,1200,0
83842,16/03/2017,1200,0
83842,17/03/2017,1200,0.6
83842,18/03/2017,1200,4
83842,19/03/2017,1200,3.6
83842,20/03/2017,1200,0.6
83842,21/03/2017,1200,0.4
83842,22/03/2017,1200,0.1
83842,23/03/2017,1200,0
83842,24/03/2017,1200,1.6
83842,25/03/2017,1200,0
83842,26/03/2017,1200,0
83842,27/03/2017,1200,0.4
83842,28/03/2017,1200,2.4
83842,29/03/2017,1200,1.5
83842,30/03/2017,1200,2.4
83842,31/03/2017,1200,0.2
83842,01/04/2017,1200,0.4
83842,02/04/2017,1200,2.2
83842,03/04/2017,1200,0.2
83842,04/04/2017,1200,0
83842,05/04/2017,1200,0
83842,06/04/2017,1200,1.1
83842,07/04/2017,1200,25.3
83842,08/04/2017,1200,0
83842,09/04/2017,1200,0.4
83842,10/04/2017,1200,1
83842,11/04/2017,1200,0
83842,12/04/2017,1200,11.7
83842,13/04/2017,1200,0
83842,14/04/2017,1200,0
83842,15/04/2017,1200,0
83842,16/04/2017,1200,0
83842,17/04/2017,1200,0
83842,18/04/2017,1200,0
83842,19/04/2017,1200,0
83842,20/04/2017,1200,0
83842,21/04/2017,1200,7.2
83842,22/04/2017,1200,0.9
83842,23/04/2017,1200,0.2
83842,24/04/2017,1200,0
83842,25/04/2017,1200,0
83842,26/04/2017,1200,17.2
83842,27/04/2017,1200,1.2
83842,28/04/2017,1200,0
83842,29/04/2017,1200,0
83842,30/04/2017,1200,0
83842,01/05/2017,1200,0
83842,02/05/2017,1200,0
83842,03/05/2017,1200,0
83842,04/05/2017,1200,0
83842,05/05/2017,1200,6.2
83842,06/05/2017,1200,0
83842,07/05/2017,1200,0
83842,08/05/2017,1200,0
83842,09/05/2017,1200,0
83842,10/05/2017,1200,0
83842,11/05/2017,1200,0.5
83842,12/05/2017,1200,0
83842,13/05/2017,1200,0
83842,14/05/2017,1200,7.6
83842,15/05/2017,1200,0
83842,16/05/2017,1200,0
83842,17/05/2017,1200,0
83842,18/05/2017,1200,0
83842,19/05/2017,1200,53.3
83842,20/05/2017,1200,0.2
83842,21/05/2017,1200,1.3
83842,22/05/2017,1200,12
83842,23/05/2017,1200,0
83842,24/05/2017,1200,0.1
83842,25/05/2017,1200,0
