Estacao,Data,Hora,Precipitacao
83783,22/08/2015,1200,0
83783,23/08/2015,1200,0
83783,24/08/2015,1200,"6,4"
83783,25/08/2015,1200,"14,6"
83783,26/08/2015,1200,0
83783,27/08/2015,1200,"18,4"
83783,28/08/2015,1200,0
83783,29/08/2015,1200,0
83783,30/08/2015,1200,0
83783,31/08/2015,1200,0
83783,01/09/2015,1200,0
83783,02/09/2015,1200,0
83783,03/09/2015,1200,0
83783,04/09/2015,1200,0
83783,05/09/2015,1200,"0,7"
83783,06/09/2015,1200,"3,2"
83783,07/09/2015,1200,0
83783,08/09/2015,1200,"114,5"
83783,09/09/2015,1200,"21,2"
83783,10/09/2015,1200,"0,6"
83783,11/09/2015,1200,"34,6"
83783,12/09/2015,1200,0
83783,13/09/2015,1200,0
83783,14/09/2015,1200,0
83783,15/09/2015,1200,0
83783,16/09/2015,1200,0
83783,17/09/2015,1200,0
83783,18/09/2015,1200,0
83783,19/09/2015,1200,"2,9"
83783,20/09/2015,1200,0
83783,21/09/2015,1200,0
83783,22/09/2015,1200,0
83783,23/09/2015,1200,0
83783,24/09/2015,1200,0
83783,25/09/2015,1200,0
83783,26/09/2015,1200,"37,5"
83783,27/09/2015,1200,0
83783,28/09/2015,1200,14
83783,29/09/2015,1200,0
83783,30/09/2015,1200,"38,7"
83783,01/10/2015,1200,"0,4"
83783,02/10/2015,1200,0
83783,03/10/2015,1200,"44,9"
83783,04/10/2015,1200,"3,2"
83783,05/10/2015,1200,0
83783,06/10/2015,1200,0
83783,07/10/2015,1200,0
83783,08/10/2015,1200,0
83783,09/10/2015,1200,0
83783,10/10/2015,1200,"33,9"
83783,11/10/2015,1200,"32,9"
83783,12/10/2015,1200,"40,3"
83783,13/10/2015,1200,"4,1"
83783,14/10/2015,1200,0
83783,15/10/2015,1200,0
83783,16/10/2015,1200,0
83783,17/10/2015,1200,0
83783,18/10/2015,1200,0
83783,19/10/2015,1200,0
83783,20/10/2015,1200,0
83783,21/10/2015,1200,"4,7"
83783,22/10/2015,1200,0
83783,23/10/2015,1200,"54,5"
83783,24/10/2015,1200,0
83783,25/10/2015,1200,0
83783,26/10/2015,1200,0
83783,27/10/2015,1200,0
83783,28/10/2015,1200,0
83783,29/10/2015,1200,0
83783,30/10/2015,1200,0
83783,31/10/2015,1200,"0,4"
83783,01/11/2015,1200,"18,1"
83783,02/11/2015,1200,"18,4"
83783,03/11/2015,1200,"8,5"
83783,04/11/2015,1200,"26,9"
83783,05/11/2015,1200,"17,1"
83783,06/11/2015,1200,"5,6"
83783,07/11/2015,1200,0
83783,08/11/2015,1200,"0,9"
83783,09/11/2015,1200,"4,3"
83783,10/11/2015,1200,0
83783,11/11/2015,1200,0
83783,12/11/2015,1200,"1,2"
83783,13/11/2015,1200,"60,8"
83783,14/11/2015,1200,0
83783,15/11/2015,1200,"3,3"
83783,16/11/2015,1200,"12,6"
83783,17/11/2015,1200,"11,8"
83783,18/11/2015,1200,"35,6"
83783,19/11/2015,1200,0
83783,20/11/2015,1200,"80,3"
83783,21/11/2015,1200,0
83783,22/11/2015,1200,0
83783,23/11/2015,1200,"4,2"
83783,24/11/2015,1200,"85,1"
83783,25/11/2015,1200,"34,3"
83783,26/11/2015,1200,"0,2"
83783,27/11/2015,1200,0
83783,28/11/2015,1200,"53,5"
83783,29/11/2015,1200,"10,9"
83783,30/11/2015,1200,0
83783,01/12/2015,1200,"6,5"
83783,02/12/2015,1200,0
83783,03/12/2015,1200,33
83783,04/12/2015,1200,4
83783,05/12/2015,1200,10
83783,06/12/2015,1200,"4,3"
83783,07/12/2015,1200,"16,6"
83783,08/12/2015,1200,0
83783,09/12/2015,1200,0
83783,10/12/2015,1200,"12,1"
83783,11/12/2015,1200,0
83783,12/12/2015,1200,"36,5"
83783,13/12/2015,1200,0
83783,14/12/2015,1200,15
83783,15/12/2015,1200,"2,6"
83783,16/12/2015,1200,0
83783,17/12/2015,1200,0
83783,18/12/2015,1200,0
83783,19/12/2015,1200,0
83783,20/12/2015,1200,"44,7"
83783,21/12/2015,1200,"2,9"
83783,22/12/2015,1200,0
83783,23/12/2015,1200,0
83783,24/12/2015,1200,18
83783,25/12/2015,1200,"16,7"
83783,26/12/2015,1200,"8,5"
83783,27/12/2015,1200,"3,3"
83783,28/12/2015,1200,"24,6"
83783,29/12/2015,1200,0
83783,30/12/2015,1200,23
